run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
516,516,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/14-nYzqXu7k5YFKuq1OObWYtdWN9HvWhh?usp=sharing,GÜL EDA,655770.0,s021,1:15:25,vcf/TESTCASES_bedded/TestCase 516/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
519,519,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1UwOvScon4_zrq682p9Txuz9_X-kgd0RZ?usp=sharing,GÜL EDA,655822.0,s037,0:47:53,vcf/TESTCASES_bedded/TestCase 519/snp_SRR7890851_bowtie-SRR7890850_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
520,520,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/16WEIgvVJscA0H2cLCm2LAygws5ro9OnC?usp=share_link,GUL EDA,665291.0,s067,02:24:03,vcf/TESTCASES_bedded/TestCase 520/snp_SRR7890919_bowtie-SRR7890918_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
521,521,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1qeYbg7rwpa7aCKdjpR9yakQ3Y7aOd_q4?usp=share_link,GÜL EDA,31621.0,a049,00:54:20,vcf/TESTCASES_bedded/TestCase 521/snp_SRR7890851_bowtie-SRR7890850_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
522,522,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1N9lCyrvgRppAqmJFPM1I0ei2_o2BFq1j?usp=sharing,GÜL EDA,655770.0,s021,1:18:18,vcf/TESTCASES_bedded/TestCase 522/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
525,525,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1sRQfyHil_WtR26U58jpgtkm9re9XLp8Q?usp=sharing,GÜL EDA,655822.0,s037,1:24:15,vcf/TESTCASES_bedded/TestCase 525/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_strelka.vcf.secondbed.vcf.recode.vcf
526,526,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1SKqOLz5d1F1Nq7bX26ioSXzMvzTvcEdk?usp=share_link,GUL EDA,665291.0,s067,04:29:30,vcf/TESTCASES_bedded/TestCase 526/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_strelka.vcf.secondbed.vcf.recode.vcf
527,527,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1tnPAy9TscNGykZbv-LFUQl5SgaL7GR_3?usp=share_link,GÜL EDA,31621.0,a049,01:26:31,vcf/TESTCASES_bedded/TestCase 527/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_strelka.vcf.secondbed.vcf.recode.vcf
528,528,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1T9lBjqrEkP4YWWHuHHXFyzW02EXHSHNa?usp=sharing,GÜL EDA,655770.0,s021,2:37:41,vcf/TESTCASES_bedded/TestCase 528/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
531,531,done,LL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1tDvdc4rgwzhOrS2Kbb1yEm6wjn4BvLgE?usp=sharing,GÜL EDA,658497.0,s045,1:31:18,vcf/TESTCASES_bedded/TestCase 531/snp_SRR7890851_bwa2-SRR7890850_bwa2_somaticsniper.vcf.filtered.recode.vcf
532,532,done,EA,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1FbVCCgiWrlvAzR8xKrQZEYEtaQi-mzla?usp=share_link,GUL EDA,665289.0,s065,04:14:17,vcf/TESTCASES_bedded/TestCase 532/snp_SRR7890919_bwa2-SRR7890918_bwa2_somaticsniper.vcf.filtered.recode.vcf
533,533,done,LL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1glhFKeRQZr8FDvVFG9HJ9K0I_DDXpeJ9?usp=share_link,GÜL EDA,31619.0,a065,01:30:26,vcf/TESTCASES_bedded/TestCase 533/snp_SRR7890851_bwa2-SRR7890850_bwa2_somaticsniper.vcf.filtered.recode.vcf
534,534,done,NC,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bVOoDBHwcGRbN4vGbXkh-dW-IkuESbHM?usp=sharing,GÜL EDA,659022.0,s020,2:35:13,vcf/TESTCASES_bedded/TestCase 534/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
537,537,done,LL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1pIWDGWlcoKUNnJAKSOc37_-zEDUGWZ5_?usp=sharing,GÜL EDA,658497.0,s045,0:41:53,vcf/TESTCASES_bedded/TestCase 537/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_somaticsniper.vcf.filtered.recode.vcf
538,538,done,EA,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1qNoilbAT8raJ_0la1rI1iixmIoQw8S8A?usp=share_link,GUL EDA,665289.0,s065,02:03:41,vcf/TESTCASES_bedded/TestCase 538/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_somaticsniper.vcf.filtered.recode.vcf
539,539,done,LL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Aw-ZTlLe6wNebyEaBDoN3raM8iKQ0O73?usp=share_link,GÜL EDA,31619.0,a065,00:46:35,vcf/TESTCASES_bedded/TestCase 539/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_somaticsniper.vcf.filtered.recode.vcf
540,540,done,NC,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_46ZHyaJP0vB_fDcWcmC6B91FfLGwTjM?usp=sharing,GÜL EDA,659022.0,s020,1:09:09,vcf/TESTCASES_bedded/TestCase 540/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
543,543,done,LL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1MfHEdTFeU4wK-V1L66mWr_05PGN2FHH3?usp=sharing,GÜL EDA,658497.0,s045,0:45:12,vcf/TESTCASES_bedded/TestCase 543/snp_SRR7890851_bwa2-SRR7890850_bwa2_somaticsniper.vcf.filtered.recode.vcf
544,544,done,EA,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1A4_Qinj_Gsk5trSpwTeIgSq-VR-7giSq?usp=share_link,GUL EDA,665289.0,s065,02:14:07,vcf/TESTCASES_bedded/TestCase 544/snp_SRR7890919_bwa2-SRR7890918_bwa2_somaticsniper.vcf.filtered.recode.vcf
545,545,done,LL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11mD0kTguGoMSGLs3s1GOW7Yd9eD1NnnY?usp=share_link,GÜL EDA,31619.0,a065,00:49:52,vcf/TESTCASES_bedded/TestCase 545/snp_SRR7890851_bwa2-SRR7890850_bwa2_somaticsniper.vcf.filtered.recode.vcf
546,546,done,NC,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1PPYgguR-dv3gao7gcaGBOYm7Ph2IRp0Y?usp=sharing,GÜL EDA,659022.0,s020,1:12:17,vcf/TESTCASES_bedded/TestCase 546/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
549,549,done,LL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_xYeQM9TQtbn9EythN36GqKu3uTVQOIQ?usp=sharing,GÜL EDA,658497.0,s045,1:32:47,vcf/TESTCASES_bedded/TestCase 549/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_somaticsniper.vcf.filtered.recode.vcf
550,550,done,EA,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13gWhSKZZoHeIUyw7OoBYrKnBvBZJZhx7?usp=share_link,GUL EDA,665289.0,s065,04:13:09,vcf/TESTCASES_bedded/TestCase 550/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_somaticsniper.vcf.filtered.recode.vcf
551,551,done,LL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1WtEEA8NVeUAFOokzvCyWqVelVBxmt0Aa?usp=share_link,GÜL EDA,31619.0,a065,01:29:18,vcf/TESTCASES_bedded/TestCase 551/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_somaticsniper.vcf.filtered.recode.vcf
552,552,done,NC,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ZIbbiXkiNRGMC7KW9BtwXQvwedEvEb7W?usp=sharing,GÜL EDA,659022.0,s020,2:32:16,vcf/TESTCASES_bedded/TestCase 552/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
555,555,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/16zrMWdtsp50W8e0kAuF96auAj_a5b92e?usp=sharing,GÜL EDA,658499.0,s022,1:46:00,vcf/TESTCASES_bedded/TestCase 555/snp_SRR7890851_bowtie-SRR7890850_bowtie_somaticsniper.vcf.filtered.recode.vcf
556,556,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/10dIv-6-4MngJq0seRl_88xi09ME6-Aa9?usp=share_link,GUL EDA,665292.0,s036,05:00:35,vcf/TESTCASES_bedded/TestCase 556/snp_SRR7890919_bowtie-SRR7890918_bowtie_somaticsniper.vcf.filtered.recode.vcf
557,557,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1xortqwpT8_Siawe0tpXEtCtPbpdQO_QK?usp=share_link,GÜL EDA,31622.0,a055,01:44:27,vcf/TESTCASES_bedded/TestCase 557/snp_SRR7890851_bowtie-SRR7890850_bowtie_somaticsniper.vcf.filtered.recode.vcf
558,558,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1l8VnXmyRuroC1b7Wsdx1Mt4fvJbvfgRP?usp=sharing,GÜL EDA,659024.0,s023,3:01:02,vcf/TESTCASES_bedded/TestCase 558/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
561,561,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1VGjpz-nJGqd1UrLXcRCVQcdj1gvJpV2P?usp=sharing,GÜL EDA,658499.0,s022,0:54:24,vcf/TESTCASES_bedded/TestCase 561/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_somaticsniper.vcf.filtered.recode.vcf
562,562,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1sgY2qvTtxHnprlYI5HUOUp6Tc-FLKK9I?usp=share_link,GUL EDA,665292.0,s036,02:50:36,vcf/TESTCASES_bedded/TestCase 562/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_somaticsniper.vcf.filtered.recode.vcf
563,563,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1H72bH4uOvD-GqZR9CASSTPbdrujHAJQP?usp=share_link,GÜL EDA,31622.0,a055,00:54:13,vcf/TESTCASES_bedded/TestCase 563/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_somaticsniper.vcf.filtered.recode.vcf
564,564,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1C3oPGvj--9dMhpFxCIckfFVO6eqPq-S2?usp=sharing,GÜL EDA,659024.0,s023,1:33:52,vcf/TESTCASES_bedded/TestCase 564/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
567,567,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1k6x6J6v9J248s5cv1lQv3tq6tQUcFd_i?usp=sharing,GÜL EDA,658499.0,s022,0:57:22,vcf/TESTCASES_bedded/TestCase 567/snp_SRR7890851_bowtie-SRR7890850_bowtie_somaticsniper.vcf.filtered.recode.vcf
568,568,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11yrTHd81GT4ttWqJUKqyHLXGFf7YzrwV?usp=share_link,GUL EDA,665292.0,s036,02:50:22,vcf/TESTCASES_bedded/TestCase 568/snp_SRR7890919_bowtie-SRR7890918_bowtie_somaticsniper.vcf.filtered.recode.vcf
569,569,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Lgl6LEE3lowNhYTTutGTEYYCOSgdSYYi?usp=share_link,GÜL EDA,31622.0,a055,00:59:33,vcf/TESTCASES_bedded/TestCase 569/snp_SRR7890851_bowtie-SRR7890850_bowtie_somaticsniper.vcf.filtered.recode.vcf
570,570,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1fst5n432Op8RJZKzTgiqaJiGsYK_iuJn?usp=sharing,GÜL EDA,659024.0,s023,1:35:26,vcf/TESTCASES_bedded/TestCase 570/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
573,573,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1UgHCVyl3RMzA1q4cRZesWR3BWHJvTUuJ?usp=sharing,GÜL EDA,658499.0,s022,1:41:31,vcf/TESTCASES_bedded/TestCase 573/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_somaticsniper.vcf.filtered.recode.vcf
574,574,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1g9Klj-85vWAADnt_LuoWdMt6SazcxXRt?usp=share_link,GUL EDA,665292.0,s036,05:01:51,vcf/TESTCASES_bedded/TestCase 574/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_somaticsniper.vcf.filtered.recode.vcf
575,575,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/14QyS2Ib94CxrGpxWQ0CcOe7rVFzF7Cwh?usp=share_link,GÜL EDA,31622.0,a055,01:35:12,vcf/TESTCASES_bedded/TestCase 575/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_somaticsniper.vcf.filtered.recode.vcf
576,576,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1v8baOzqyXa5BWm8E0ZFVCSZhSPncfBqZ?usp=sharing,GÜL EDA,659024.0,s023,2:58:15,vcf/TESTCASES_bedded/TestCase 576/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
577,577,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1oGtpckx9QUKySQAWmZQh-4uthqH8BE8a?usp=share_link,GUL EDA,665278.0,s036,04:28:11,vcf/TESTCASES_bedded/TestCase 577/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
578,578,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1LJGEXjKHU2ErnAZrkZ6xyXci0b0uAQYX?usp=share_link,GUL EDA,665281.0,s051,04:39:50,vcf/TESTCASES_bedded/TestCase 578/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
579,579,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1AL9WsjNu51PDZ1puv3rNBMuXY1rPuaF9?usp=share_link,GUL EDA,665279.0,s041,01:42:01,vcf/TESTCASES_bedded/TestCase 579/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
580,580,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_uNIkizCQjDynclLIOlZLJYvrA_lim0K?usp=share_link,GUL EDA,665282.0,s054,02:00:00,vcf/TESTCASES_bedded/TestCase 580/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
581,581,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/17sQf3fE37_8oO06glqJxLLaEOh_mPEoi?usp=share_link,GUL EDA,665280.0,s049,01:52:26,vcf/TESTCASES_bedded/TestCase 581/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
582,582,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1v0V0s9BvhjSd3eSztdrLGdoB8xC1oBP2?usp=share_link,GUL EDA,665283.0,s055,02:13:20,vcf/TESTCASES_bedded/TestCase 582/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
583,583,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/10oxlPm5fQeJEvcn2x9DZVXtILtNATyg-?usp=share_link,GUL EDA,664589.0,s029,04:25:05,vcf/TESTCASES_bedded/TestCase 583/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
584,584,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1U2RqEmWD2Gx0qGaxE-D2j8N0qZ-zhQX9?usp=share_link,GUL EDA,664586.0,s025,04:08:48,vcf/TESTCASES_bedded/TestCase 584/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
585,585,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1mFRtxPD9035XBO6YSeCgvw80a95a_tiz?usp=share_link,GUL EDA,664587.0,s026,01:29:18,vcf/TESTCASES_bedded/TestCase 585/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
586,586,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1guIo5gRFlPWil60YiEV5ww5_dOrgErGt?usp=share_link,GUL EDA,664584.0,s017,01:47:10,vcf/TESTCASES_bedded/TestCase 586/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
587,587,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1wBcHgV_boPo-bBkhr0dVQNEygFJCx4AN?usp=share_link,GUL EDA,664588.0,s027,01:37:58,vcf/TESTCASES_bedded/TestCase 587/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
588,588,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1oDLCKYGk3dJJo9R3C0h_4B-9NOEnOSzc?usp=share_link,GUL EDA,664585.0,s019,01:56:03,vcf/TESTCASES_bedded/TestCase 588/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
589,589,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1CAB9xKjsh00BcItrCIl9Yw68x-tBsJ2m?usp=share_link,GUL EDA,665278.0,s036,04:22:39,vcf/TESTCASES_bedded/TestCase 589/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
590,590,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1iPfJpFhcbf-1VggxRPfdevOJ23Emqh19?usp=share_link,GUL EDA,665281.0,s051,04:22:56,vcf/TESTCASES_bedded/TestCase 590/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
591,591,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1EaHfvZFhawKj4_4s2981XLNxCx9-oiLz?usp=share_link,GUL EDA,665279.0,s041,00:43:33,vcf/TESTCASES_bedded/TestCase 591/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
592,592,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1h3kAL9as-l0IiyGM5evKfYXvNSFEyIBx?usp=share_link,GUL EDA,665282.0,s054,01:00:39,vcf/TESTCASES_bedded/TestCase 592/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
593,593,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1DPTlkuy4mt1lACPp2bdJLAEOGfPsrY5N?usp=share_link,GUL EDA,665280.0,s049,00:54:16,vcf/TESTCASES_bedded/TestCase 593/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
594,594,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bDHyvDiq2jI0KOxRz1jofVFkYbwtTzDu?usp=share_link,GUL EDA,665283.0,s055,01:10:11,vcf/TESTCASES_bedded/TestCase 594/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
595,595,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1GdaP4sFL_MQv4mDuI2rWTaCsD8_mHrBC?usp=share_link,GUL EDA,664589.0,s029,04:16:01,vcf/TESTCASES_bedded/TestCase 595/snp_SRR7890880_bwa2-SRR7890879_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
596,596,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1-olUZMq23NhMXFd2Z-62JognN0r94X0R?usp=share_link,GUL EDA,664586.0,s025,04:02:41,vcf/TESTCASES_bedded/TestCase 596/snp_SRR7890880_bowtie-SRR7890879_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
597,597,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/18HyQNR6NQgZCSer3_fGb9CHJPTf2SKLt?usp=share_link,GUL EDA,664587.0,s026,00:52:02,vcf/TESTCASES_bedded/TestCase 597/snp_SRR7890880_bwa2-SRR7890879_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
598,598,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Kz9q0u7vDeff3I7zUGpxHKGlOv9oQH_h?usp=share_link,GUL EDA,664584.0,s017,00:56:19,vcf/TESTCASES_bedded/TestCase 598/snp_SRR7890880_bowtie-SRR7890879_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
599,599,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1rk2WfX9vn3142CQazqb8hqSYeo7-g8kI?usp=share_link,GUL EDA,664588.0,s027,00:46:51,vcf/TESTCASES_bedded/TestCase 599/snp_SRR7890880_bwa2-SRR7890879_bwa2_somaticsniper.vcf.filtered.recode.vcf
600,600,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1OyZ0p2hkt6gEMzWbu5CH25922XW13Skm?usp=share_link,GUL EDA,664585.0,s019,01:03:56,vcf/TESTCASES_bedded/TestCase 600/snp_SRR7890880_bowtie-SRR7890879_bowtie_somaticsniper.vcf.filtered.recode.vcf
601,601,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1kwt9rlfwAQdwaHM7rMVoDc7rEHFXc6v3?usp=share_link,GUL EDA,665278.0,s036,06:00:24,vcf/TESTCASES_bedded/TestCase 601/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_mutect.vcf.secondbed.vcf.recode.vcf
602,602,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13FIQKarikD69dJHzU-pd_xvg8zKTZC2D?usp=share_link,GUL EDA,665281.0,s051,05:59:38,vcf/TESTCASES_bedded/TestCase 602/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_mutect.vcf.secondbed.vcf.recode.vcf
