run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
784,784,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1pV8APrmmJuxX5aVVm0hCz2e7ZO3DLbui?usp=share_link,GUL EDA,663459.0,s009,4:22:49,vcf/TESTCASES_bedded/TestCase 784/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
785,785,done,IL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1lKWKCKM4QokBTDtOAtARhIjgZplXYN9u?usp=share_link,GUL EDA,664397.0,s029,4:05:06,vcf/TESTCASES_bedded/TestCase 785/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
786,786,done,IL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1L277qUk7UMiUeGERBTnT6UwDP4k4W0Gs?usp=share_link,GUL EDA,664397.0,s029,2:05:52,vcf/TESTCASES_bedded/TestCase 786/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
787,787,done,IL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/11_d9iVQ_qcNPhOxffqGSHUdEquweiFA3?usp=share_link,GUL EDA,664397.0,s029,2:20:43,vcf/TESTCASES_bedded/TestCase 787/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
788,788,done,IL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/15KJvXpYbWGvYCC_FYGoD-RQijBwhCP-p?usp=share_link,GUL EDA,664397.0,s029,3:53:20,vcf/TESTCASES_bedded/TestCase 788/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
789,789,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1wd1CIS3J1Cp8FPu7_vh-uWhuok8xE2E9?usp=share_link,GUL EDA,664399.0,s033,4:58:44,vcf/TESTCASES_bedded/TestCase 789/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
790,790,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1qad-OThV1K_eK9EQE1pnb-oRa3byxtFi?usp=share_link,GUL EDA,664399.0,s033,2:59:47,vcf/TESTCASES_bedded/TestCase 790/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
791,791,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ayJn-ZnOtQ8kI_fIQUBXJsc-7lE8yHFy?usp=share_link,GUL EDA,664399.0,s033,3:13:43,vcf/TESTCASES_bedded/TestCase 791/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
792,792,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1d46jn_gDm8DHhF5cdoqriKUvUw0JOlPE?usp=share_link,GUL EDA,664399.0,s033,4:48:21,vcf/TESTCASES_bedded/TestCase 792/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
793,793,done,IL,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1G_p4DYJooSkon0DyfR3Wp9W5a_AJ4EKd?usp=share_link,GUL EDA,666590.0,s035,9:33:31,vcf/TESTCASES_bedded/TestCase 793/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
794,794,done,IL,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uVXruc-f2h9LtGHsKw_jwO4KDhFxGis3?usp=share_link,GUL EDA,665272.0,s006,9:15:02,vcf/TESTCASES_bedded/TestCase 794/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
795,795,done,IL,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Dtry0vCEFQaehLzHZ7f5ZknCjEmxtXXz?usp=share_link,GUL EDA,665275.0,s019,8:39:15,vcf/TESTCASES_bedded/TestCase 795/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
796,796,done,IL,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1UOYQXBoAcoU089P9wb6YPkdUhm0LJ__o?usp=share_link,GUL EDA,665272.0,s006,9:47:24,vcf/TESTCASES_bedded/TestCase 796/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
797,797,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Xcoaj8qf-mLCIldaxEFUtSgpFEF3uzxn?usp=share_link,GUL EDA,665626.0,s011,9:46:54,vcf/TESTCASES_bedded/TestCase 797/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
798,798,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1SGDuX0gFThfreRTd2pPWK0dwQoS5m5hY?usp=share_link,GUL EDA,665626.0,s011,13:03:41,vcf/TESTCASES_bedded/TestCase 798/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
799,799,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1C5QSZftQRlepUVdfyh1MCrGcaJNs6S_E?usp=share_link,GUL EDA,665626.0,s011,8:48:24,vcf/TESTCASES_bedded/TestCase 799/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
800,800,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/12eU38u61mwvDeg4RsV9IwbclfD-zQs3Y?usp=share_link,GUL EDA,665626.0,s011,11:56:32,vcf/TESTCASES_bedded/TestCase 800/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
801,801,done,IL,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Fg1mZvDLbnYgW_ouZCQhWATCF6F6_MH5?usp=share_link,GUL EDA,666592.0,s039,4:15:49,vcf/TESTCASES_bedded/TestCase 801/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
802,802,done,IL,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1VcOomCeon3AirN9rK7jZBeRlCGQLQyJa?usp=share_link,GUL EDA,666592.0,s039,1:56:29,vcf/TESTCASES_bedded/TestCase 802/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
803,803,done,IL,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Psbd0URIFVB5Ucz3NdmY1ohCZPTYJeKL?usp=share_link,GUL EDA,665276.0,s026,2:09:22,vcf/TESTCASES_bedded/TestCase 803/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
804,804,done,IL,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1nGCWQlSOVp_Qvx5d0GwpCTUKgwZRz5LB?usp=share_link,GUL EDA,666592.0,s039,4:06:24,vcf/TESTCASES_bedded/TestCase 804/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
805,805,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1xNb_sHFmD56BN8ZqCZ8nYD2vxFodL3Ds?usp=share_link,GUL EDA,665627.0,s013,5:12:46,vcf/TESTCASES_bedded/TestCase 805/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
806,806,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1kUe9GiNEgTydKUgH_jQ5fjHVWSAMpMth?usp=share_link,GUL EDA,665627.0,s013,2:51:42,vcf/TESTCASES_bedded/TestCase 806/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
807,807,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1kA5P3Bq0aMngd4gs5oa82ofEGf7lG0tK?usp=share_link,GUL EDA,665627.0,s013,3:02:37,vcf/TESTCASES_bedded/TestCase 807/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
808,808,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1zkfYDJzMMmoYq_kw5SQ8nl8IeEWpBgw4?usp=share_link,GUL EDA,665627.0,s013,5:05:12,vcf/TESTCASES_bedded/TestCase 808/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
809,809,done,IL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1XKjQKOK-b9JheyfwbnwQWp9QDLaO3hAf?usp=share_link,GUL EDA,666593.0,s040,4:45:31,vcf/TESTCASES_bedded/TestCase 809/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
810,810,done,IL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1TwSw7CQa9r-z3gdlNVtRpy4KAr9pJPkz?usp=share_link,GUL EDA,666593.0,s040,2:19:54,vcf/TESTCASES_bedded/TestCase 810/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
811,811,done,IL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1hhPeyhUKeccSUESfA5B_1XcVyGSLZ8F4?usp=share_link,GUL EDA,665274.0,s018,2:34:26,vcf/TESTCASES_bedded/TestCase 811/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
812,812,done,IL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bN5zw8LTs5IKSQPXaC2baJdrY_6afv5r?usp=sharing,GUL EDA,665274.0,s018,2:12:30,vcf/TESTCASES_bedded/TestCase 812/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
813,813,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_mkwuv6JcG81eAd6Aw3eI1yKUH5l4acK?usp=share_link,GUL EDA,665628.0,s014,5:42:30,vcf/TESTCASES_bedded/TestCase 813/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
814,814,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1vXZceRRYOHnBtU2tqqRtm0GYuSQMS10k?usp=share_link,GUL EDA,665628.0,s014,3:15:28,vcf/TESTCASES_bedded/TestCase 814/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
815,815,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1kK725uDlQptErTiQnsEUHRv0dFtcWcBO?usp=share_link,GUL EDA,665628.0,s014,3:27:29,vcf/TESTCASES_bedded/TestCase 815/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
816,816,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1PRkMnxnTgKBpvUTPls7W2OY_HGuaIJYy?usp=share_link,GUL EDA,665628.0,s014,5:34:10,vcf/TESTCASES_bedded/TestCase 816/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
817,817,done,IL,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1EwBWxrr3bl2OMawoKZLOclQQ_7do7KGT?usp=share_link,GUL EDA,29713.0,a074,8:12:31,vcf/TESTCASES_bedded/TestCase 817/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
818,818,done,IL,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/10yrM-mAcfxjbMOGvZXLGzbS58FuzvXz1?usp=share_link,GUL EDA,29713.0,a074,7:52:47,vcf/TESTCASES_bedded/TestCase 818/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
819,819,done,IL,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ZZOzI4NfenbayOmJj36t1C2lfX0olBZy?usp=share_link,GUL EDA,29713.0,a074,7:26:13,vcf/TESTCASES_bedded/TestCase 819/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
820,820,done,IL,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/146djNiQqiytwpYmbunNyIPO6IFCRwZ1Y?usp=share_link,GUL EDA,29713.0,a074,8:25:08,vcf/TESTCASES_bedded/TestCase 820/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
821,821,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Rastwq8iAu-uUpFr8PUDIPOnmPM6wwHA?usp=share_link,GUL EDA,29715.0,a075,8:22:42,vcf/TESTCASES_bedded/TestCase 821/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
822,822,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1lYpatuDGuAQk4lFbqevy45ImpkN_R5VB?usp=share_link,GUL EDA,29715.0,a075,11:31:14,vcf/TESTCASES_bedded/TestCase 822/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
823,823,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/18fHt8ddAwWcj36oYAospjHvmXpq0ZI4Q?usp=share_link,GUL EDA,29715.0,a075,7:46:30,vcf/TESTCASES_bedded/TestCase 823/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
824,824,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/15i-1qKmIRNBmhftOEsMLpE2KeRWu0Dxr?usp=share_link,GUL EDA,29715.0,a075,10:11:36,vcf/TESTCASES_bedded/TestCase 824/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
825,825,done,IL,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1XDpV3Y2Jetf16IV9OqU9sjcM5Cp-BoFV?usp=share_link,GUL EDA,29201.0,a047,3:44:17,vcf/TESTCASES_bedded/TestCase 825/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
826,826,done,IL,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1L7bDbhvWrsF_fr1l5EyVpxlIjItKEaL6?usp=share_link,GUL EDA,29201.0,a047,2:11:31,vcf/TESTCASES_bedded/TestCase 826/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
827,827,done,IL,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1JMNU7VN96Iyl5-0hqg-SZX2MAwFCGq7k?usp=share_link,GUL EDA,29201.0,a047,2:33:36,vcf/TESTCASES_bedded/TestCase 827/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
828,828,done,IL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1qUh7hoDRfbKcBQnX9P3XQ3SGvRRXPSol?usp=share_link,GUL EDA,29201.0,a047,3:47:20,vcf/TESTCASES_bedded/TestCase 828/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
829,829,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1zbuUxFWmNcwjNuXR-NRHRW60fshgQ3nz?usp=share_link,GUL EDA,29200.0,a046,4:23:48,vcf/TESTCASES_bedded/TestCase 829/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
830,830,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/170ab4CD4CLxQzPPj2VtR2b6iEOFmToZq?usp=share_link,GUL EDA,29200.0,a046,2:48:54,vcf/TESTCASES_bedded/TestCase 830/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
831,831,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1qWk2xgn8a5gSRSx8VeGhuTH045OTE1XN?usp=share_link,GUL EDA,29200.0,a046,3:12:52,vcf/TESTCASES_bedded/TestCase 831/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
832,832,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1GP7Tyagbbn0UCwFyWvmpZp2iB0Wl4js9?usp=share_link,GUL EDA,29200.0,a046,4:32:47,vcf/TESTCASES_bedded/TestCase 832/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
833,833,done,IL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ZHcg3BsRh1MFEVaKs4999lLOuS33vG0I?usp=share_link,GUL EDA,29714.0,a068,4:36:16,vcf/TESTCASES_bedded/TestCase 833/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
834,834,done,IL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1qLLmGrScbyDLfFF4HJOuYoWPFN7sdo9I?usp=share_link,GUL EDA,29714.0,a068,2:34:58,vcf/TESTCASES_bedded/TestCase 834/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
835,835,done,IL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Fb_8sGcNdvGmSfu-LoZNbm1wa4_2nnd6?usp=share_link,GUL EDA,29714.0,a068,2:48:48,vcf/TESTCASES_bedded/TestCase 835/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
836,836,done,IL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/10wdNS_2eol7QSRklU4rGoxSVC5qhbeF2?usp=share_link,GUL EDA,29714.0,a068,4:14:56,vcf/TESTCASES_bedded/TestCase 836/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
837,837,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1g49l8JukHVxttCrv1e404cU_CPIlg66E?usp=share_link,GUL EDA,29716.0,a044,5:19:05,vcf/TESTCASES_bedded/TestCase 837/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
838,838,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1pHCHf5yKbhp8TRFJuAZpqgCp_bCxsRH9?usp=share_link,GUL EDA,29716.0,a044,3:12:13,vcf/TESTCASES_bedded/TestCase 838/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
839,839,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1UNHENyR5aPyGGZ908cnqKr1E4zLgx8Ac?usp=share_link,GUL EDA,29716.0,a044,3:30:36,vcf/TESTCASES_bedded/TestCase 839/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
840,840,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1c_OGHGSzhliy_U_nD7KFMwAjsxFwVjRS?usp=share_link,GUL EDA,29716.0,a044,4:58:51,vcf/TESTCASES_bedded/TestCase 840/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
841,841,done,IL,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1t3c0nQlUcTu2yfWBS1EABfZ9rBJj50oG?usp=share_link,GUL EDA,30440.0,a042,8:51:55,vcf/TESTCASES_bedded/TestCase 841/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
842,842,done,IL,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1N_tK4v1G30nIMkLC_o35688L6bxHs1SJ?usp=share_link,GUL EDA,30440.0,a042,8:23:48,vcf/TESTCASES_bedded/TestCase 842/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
843,843,done,IL,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1LwU8eMhTQO7UCj2Bwv26mKLoq2-pQyqD?usp=share_link,GUL EDA,30440.0,a042,7:52:17,vcf/TESTCASES_bedded/TestCase 843/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
844,844,done,IL,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13NYQk6QWDnj6yA0kHa0_Uc21w6nqkRTV?usp=share_link,GUL EDA,30440.0,a042,9:09:52,vcf/TESTCASES_bedded/TestCase 844/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
845,845,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ZGY-wEoYP13r2y53bF6mj7qwbG_YTG3b?usp=share_link,GUL EDA,30443.0,a045,9:22:51,vcf/TESTCASES_bedded/TestCase 845/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
846,846,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ovuQRFv9XroQfZYv82vqDyrPYbHX0qC6?usp=share_link,GUL EDA,30443.0,a045,11:56:24,vcf/TESTCASES_bedded/TestCase 846/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
847,847,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1MEBWzt6xWa-4W-0NjHSyRaJhsF8ksyLS?usp=share_link,GUL EDA,30443.0,a045,7:54:23,vcf/TESTCASES_bedded/TestCase 847/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
848,848,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Fl6R3JmIJYBLfkIBzsRMPEPuZhCyaCeV?usp=share_link,GUL EDA,30443.0,a045,11:11:46,vcf/TESTCASES_bedded/TestCase 848/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
849,849,done,IL,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/12c3CJXgsz6wl2sfK_CirnkPWcER62kKI?usp=share_link,GUL EDA,30441.0,a043,4:58:00,vcf/TESTCASES_bedded/TestCase 849/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
850,850,done,IL,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1fpwx2K0zbxxVyytlSkuk90wF3mkXABmb?usp=share_link,GUL EDA,30441.0,a043,2:24:24,vcf/TESTCASES_bedded/TestCase 850/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
